Chromosome	Start	Ratio	MedianRatio	CopyNumber
4	75000001	1.68465	1.42642	3
4	77500001	1.80568	1.42642	3
4	80000001	1.42004	1.42642	3
4	82500001	1.91984	1.42642	3
4	85000001	1.36479	1.42642	3
4	87500001	1.90189	1.42642	3
4	90000001	1.25966	1.42642	3
4	92500001	1.06803	1.42642	3
4	95000001	1.61921	1.42642	3
4	97500001	1.53439	1.42642	3
4	100000001	1.32733	1.42642	3
4	102500001	1.37816	1.42642	3
4	105000001	1.25865	1.42642	3
4	107500001	1.84906	1.42642	3
4	110000001	1.6327	1.42642	3
4	112500001	1.64755	1.42642	3
4	115000001	0.877644	1.42642	3
4	117500001	0.801558	1.42642	3
4	120000001	1.60941	1.42642	3
4	122500001	1.43836	1.42642	3
4	125000001	1.19077	1.42642	3
4	127500001	1.72711	1.42642	3
4	130000001	1.42642	1.42642	3
4	132500001	2.0692	1.42642	3
4	135000001	1.42754	1.42642	3
4	137500001	1.33106	1.42642	3
4	140000001	1.96247	1.42642	3
4	142500001	1.41462	1.42642	3
4	145000001	1.27601	1.42642	3
4	147500001	1.18393	1.42642	3
4	150000001	1.21631	1.42642	3
4	152500001	1.97854	1.70534	3
4	155000001	1.70534	1.70534	3
4	157500001	1.40571	1.70534	3
4	160000001	1.86192	1.70534	3
4	162500001	1.69606	1.70534	3
4	165000001	1.65915	1.70534	3
4	167500001	1.75477	1.70534	3
4	170000001	1.85922	1.70534	3
4	172500001	1.48612	1.70534	3
4	175000001	1.1317	0.888995	2
4	177500001	1.09527	0.888995	2
4	180000001	0.839108	0.888995	2
4	182500001	0.731693	0.888995	2
4	185000001	0.938882	0.888995	2
4	187500001	0.723993	0.888995	2
4	190000001	-1	-1	2
5	1	0.870644	0.839558	2
5	2500001	0.505599	0.839558	2
5	5000001	0.652319	0.839558	2
5	7500001	0.714519	0.839558	2
5	10000001	0.814566	0.839558	2
5	12500001	0.93643	0.839558	2
5	15000001	1.06793	0.839558	2
5	17500001	0.713465	0.839558	2
5	20000001	-1	0.839558	2
5	22500001	0.712693	0.839558	2
5	25000001	0.69483	0.839558	2
5	27500001	0.700486	0.839558	2
5	30000001	0.982619	0.839558	2
5	32500001	1.09469	0.839558	2
5	35000001	1.171	0.839558	2
5	37500001	1.02243	0.839558	2
5	40000001	0.839558	0.839558	2
5	42500001	0.86011	0.839558	2
5	45000001	-1	0.839558	2
5	47500001	-1	0.839558	2
5	50000001	1.10812	0.839558	2
5	52500001	0.872212	0.839558	2
5	55000001	0.668352	0.839558	2
5	57500001	1.11507	0.839558	2
5	60000001	0.744667	0.839558	2
5	62500001	0.74778	0.839558	2
5	65000001	0.931436	0.839558	2
5	67500001	-1	0.839558	2
5	70000001	-1	0.839558	2
5	72500001	1.00339	0.839558	2
5	75000001	0.996305	0.839558	2
5	77500001	0.736323	0.839558	2
5	80000001	0.8673	0.839558	2
5	82500001	0.583105	0.839558	2
5	85000001	0.528633	0.839558	2
5	87500001	0.8342	0.839558	2
5	90000001	0.978805	0.976847	2
5	92500001	0.96857	0.976847	2
5	95000001	1.23575	0.976847	2
5	97500001	0.828261	0.976847	2
5	100000001	0.879876	0.976847	2
5	102500001	0.90586	0.976847	2
5	105000001	1.06375	0.976847	2
5	107500001	0.757342	0.976847	2
5	110000001	0.963063	0.976847	2
5	112500001	1.18074	0.976847	2
5	115000001	0.983657	0.976847	2
5	117500001	1.02843	0.976847	2
5	120000001	0.804081	0.976847	2
5	122500001	0.976847	0.976847	2
5	125000001	0.944249	0.976847	2
5	127500001	0.971707	0.976847	2
5	130000001	1.24967	0.976847	2
5	132500001	0.866835	0.976847	2
5	135000001	0.807644	0.976847	2
5	137500001	1.14242	0.976847	2
5	140000001	1.04771	0.976847	2
5	142500001	0.952102	0.976847	2
5	145000001	1.04682	0.976847	2
5	147500001	1.27528	0.976847	2
5	150000001	1.07441	0.976847	2
5	152500001	1.15763	0.976847	2
5	155000001	0.871633	0.976847	2
5	157500001	0.811247	0.976847	2
5	160000001	0.703728	0.976847	2
5	162500001	1.33182	0.976847	2
5	165000001	1.24758	0.976847	2
5	167500001	1.61173	1.61172	3
5	170000001	1.92862	1.61172	3
5	172500001	1.6117	1.61172	3
5	175000001	-1	1.61172	3
5	177500001	1.53027	1.61172	3
5	180000001	-1	-1	3
6	1	1.54789	1.57508	3
6	2500001	1.84194	1.57508	3
6	5000001	1.41994	1.57508	3
6	7500001	1.52639	1.57508	3
6	10000001	2.12766	1.57508	3
6	12500001	1.59618	1.57508	3
6	15000001	1.49714	1.57508	3
6	17500001	1.63544	1.57508	3
6	20000001	1.55431	1.57508	3
6	22500001	1.04047	1.57508	3
6	25000001	1.84692	1.57508	3
6	27500001	1.5069	1.57508	3
6	30000001	1.66381	1.57508	3
6	32500001	1.72803	1.57508	3
6	35000001	1.70736	1.57508	3
6	37500001	1.49086	1.57508	3
6	40000001	1.39116	1.57508	3
6	42500001	1.91528	1.57508	3
6	45000001	1.803	1.57508	3
6	47500001	1.59585	1.57508	3
6	50000001	1.51458	1.57508	3
6	52500001	2.11166	1.57508	3
6	55000001	1.69137	1.57508	3
6	57500001	-1	1.57508	3
6	60000001	-1	1.57508	3
6	62500001	1.25084	1.57508	3
6	65000001	1.49996	1.57508	3
6	67500001	1.44601	1.57508	3
6	70000001	2.00073	1.57508	3
6	72500001	1.59586	1.57508	3
6	75000001	1.70456	1.57508	3
6	77500001	1.04764	1.57508	3
6	80000001	1.09273	1.57508	3
6	82500001	1.63023	1.57508	3
6	85000001	1.50695	1.57508	3
6	87500001	1.9057	1.57508	3
6	90000001	1.65461	1.57508	3
6	92500001	1.08348	1.57508	3
6	95000001	1.37018	1.57508	3
6	97500001	1.52626	1.57508	3
6	100000001	1.68279	1.57508	3
6	102500001	1.54062	1.57508	3
6	105000001	1.97987	2.08425	4
6	107500001	1.82917	2.08425	4
6	110000001	2.45893	2.08425	4
6	112500001	2.18863	2.08425	4
6	115000001	1.2312	1.47954	3
6	117500001	1.66656	1.47954	3
6	120000001	1.36832	1.47954	3
6	122500001	1.39979	1.47954	3
6	125000001	2.10854	1.47954	3
6	127500001	1.47954	1.47954	3
6	130000001	1.51064	1.47954	3
6	132500001	1.94118	2.03192	4
6	135000001	2.03192	2.03192	4
6	137500001	2.4824	2.03192	4
6	140000001	1.43364	2.03192	4
6	142500001	2.06675	2.03192	4
6	145000001	1.75646	2.03192	4
6	147500001	2.68124	2.03192	4
6	150000001	2.28608	2.03192	4
6	152500001	1.81214	2.03192	4
6	155000001	1.89635	2.03192	4
6	157500001	2.25537	2.03192	4
6	160000001	1.90626	1.73082	3
6	162500001	1.58523	1.73082	3
6	165000001	1.77753	1.73082	3
6	167500001	1.68411	1.73082	3
6	170000001	-1	-1	3
7	1	1.2618	0.954157	2
7	2500001	0.829956	0.954157	2
7	5000001	1.21864	0.954157	2
7	7500001	0.976398	0.954157	2
7	10000001	1.07515	0.954157	2
7	12500001	0.947893	0.954157	2
7	15000001	0.883911	0.954157	2
7	17500001	0.886174	0.954157	2
7	20000001	1.04413	0.954157	2
7	22500001	1.01687	0.954157	2
7	25000001	0.879076	0.954157	2
7	27500001	1.14897	0.954157	2
7	30000001	0.957584	0.954157	2
7	32500001	0.893921	0.954157	2
7	35000001	0.912281	0.954157	2
7	37500001	0.645966	0.954157	2
7	40000001	1.23821	0.954157	2
7	42500001	1.07148	0.954157	2
7	45000001	0.80907	0.954157	2
7	47500001	0.95073	0.954157	2
7	50000001	1.3756	0.954157	2
7	52500001	0.747051	0.954157	2
7	55000001	-1	0.954157	2
7	57500001	-1	0.954157	2
7	60000001	-1	0.954157	2
7	62500001	-1	0.954157	2
7	65000001	-1	0.954157	2
7	67500001	1.02251	0.954157	2
7	70000001	0.927001	0.954157	2
7	72500001	-1	-1	2
7	75000001	-1	-1	2
7	77500001	1.56998	1.23209	2
7	80000001	1.14239	1.23209	2
7	82500001	1.09742	1.23209	2
7	85000001	0.87328	1.23209	2
7	87500001	1.10566	1.23209	2
7	90000001	1.34024	1.23209	2
7	92500001	0.991333	1.23209	2
7	95000001	1.25426	1.23209	2
7	97500001	1.43377	1.23209	2
7	100000001	-1	1.23209	2
7	102500001	1.20993	1.23209	2
7	105000001	1.44598	1.23209	2
7	107500001	1.08513	1.23209	2
7	110000001	1.35128	1.23209	2
7	112500001	1.31142	1.23209	2
7	115000001	1.77295	1.50657	3
7	117500001	1.39103	1.50657	3
7	120000001	1.84745	1.50657	3
7	122500001	1.42855	1.50657	3
7	125000001	1.57472	1.50657	3
7	127500001	1.43842	1.50657	3
7	130000001	1.03	1.50657	3
7	132500001	1.63505	1.50657	3
7	135000001	2.16615	1.99268	4
7	137500001	1.85148	1.99268	4
7	140000001	2.01016	1.99268	4
7	142500001	-1	1.99268	4
7	145000001	1.80072	1.99268	4
7	147500001	2.31015	1.99268	4
7	150000001	1.99268	1.99268	4
7	152500001	-1	1.99268	4
7	155000001	1.65814	1.99268	4
7	157500001	-1	-1	4
8	1	-1	-1	1
8	2500001	0.168351	0.57409	1
8	5000001	-1	0.57409	1
8	7500001	-1	0.57409	1
8	10000001	-1	0.57409	1
8	12500001	0.669544	0.57409	1
8	15000001	0.57409	0.57409	1
8	17500001	0.543485	0.57409	1
8	20000001	0.620992	0.57409	1
8	22500001	0.555352	0.57409	1
8	25000001	0.793454	0.57409	1
8	27500001	0.906319	0.57409	1
8	30000001	0.659733	0.57409	1
8	32500001	0.317266	0.57409	1
8	35000001	0.47582	0.57409	1
8	37500001	0.981437	0.872261	2
8	40000001	0.873368	0.872261	2
8	42500001	-1	0.872261	2
8	45000001	-1	0.872261	2
8	47500001	0.998667	0.872261	2
8	50000001	0.613401	0.872261	2
8	52500001	1.0438	0.872261	2
8	55000001	0.795339	0.872261	2
8	57500001	0.687617	0.872261	2
8	60000001	0.977885	0.872261	2
8	62500001	0.747812	0.872261	2
8	65000001	0.595711	0.872261	2
8	67500001	0.872261	0.872261	2
8	70000001	1.039	0.869996	2
8	72500001	0.981659	0.869996	2
8	75000001	0.869996	0.869996	2
8	77500001	0.85719	0.869996	2
8	80000001	1.32171	0.869996	2
8	82500001	0.647072	0.869996	2
8	85000001	0.795052	0.869996	2
8	87500001	1.00683	1.17678	2
8	90000001	1.04172	1.17678	2
8	92500001	1.04521	1.17678	2
8	95000001	1.39208	1.17678	2
8	97500001	1.54876	1.17678	2
8	100000001	1.30835	1.17678	2
8	102500001	1.00634	0.811158	2
8	105000001	0.764892	0.811158	2
8	107500001	0.791874	0.811158	2
8	110000001	0.789821	0.811158	2
8	112500001	0.798229	0.811158	2
8	115000001	0.824087	0.811158	2
8	117500001	1.09972	0.811158	2
8	120000001	0.734316	0.811158	2
8	122500001	0.8814	0.811158	2
8	125000001	1.08777	0.811158	2
8	127500001	0.760613	0.811158	2
8	130000001	0.896053	0.811158	2
8	132500001	0.781466	0.716285	1
8	135000001	0.716285	0.716285	1
8	137500001	0.330175	0.716285	1
8	140000001	0.719215	0.716285	1
8	142500001	0.618104	0.716285	1
8	145000001	-1	-1	1
9	1	0.8385	0.629872	1
9	2500001	1.04555	0.629872	1
9	5000001	0.629215	0.629872	1
9	7500001	0.432251	0.629872	1
9	10000001	0.343901	0.629872	1
9	12500001	0.551152	0.629872	1
9	15000001	0.590706	0.629872	1
9	17500001	0.671949	0.629872	1
9	20000001	0.758124	0.629872	1
9	22500001	0.336994	0.629872	1
9	25000001	0.865676	0.629872	1
9	27500001	0.647678	0.629872	1
9	30000001	0.629872	0.629872	1
9	32500001	1.20048	1.24785	2
9	35000001	1.20382	1.24785	2
9	37500001	-1	1.24785	2
9	40000001	-1	1.24785	2
9	42500001	-1	1.24785	2
9	45000001	-1	1.24785	2
9	47500001	-1	1.24785	2
9	50000001	-1	1.24785	2
9	52500001	-1	1.24785	2
9	55000001	-1	1.24785	2
9	57500001	-1	1.24785	2
9	60000001	-1	1.24785	2
9	62500001	-1	1.24785	2
9	65000001	-1	1.24785	2
9	67500001	-1	1.24785	2
9	70000001	-1	1.24785	2
9	72500001	1.3734	1.24785	2
9	75000001	1.24785	1.24785	2
9	77500001	1.33256	1.24785	2
9	80000001	1.9826	1.24785	2
9	82500001	1.1953	1.24785	2
9	85000001	0.956599	0.837408	2
9	87500001	0.973898	0.837408	2
9	90000001	0.718217	0.837408	2
9	92500001	0.611732	0.837408	2
9	95000001	1.19765	1.28063	3
9	97500001	1.15554	1.28063	3
9	100000001	1.35299	1.28063	3
9	102500001	1.5912	1.28063	3
9	105000001	1.34774	1.28063	3
9	107500001	1.42638	1.28063	3
9	110000001	1.01845	1.28063	3
9	112500001	1.28063	1.28063	3
9	115000001	1.49136	1.28063	3
9	117500001	0.942972	1.28063	3
9	120000001	0.622844	1.28063	3
9	122500001	1.34274	1.43627	3
9	125000001	1.48017	1.43627	3
9	127500001	1.16355	1.43627	3
9	130000001	1.43627	1.43627	3
9	132500001	1.42338	1.43627	3
9	135000001	1.47195	1.43627	3
9	137500001	1.73965	1.43627	3
9	140000001	-1	-1	3
M	1	-1	-1	2
X	1	-1	-1	1
X	2500001	-1	-1	1
X	5000001	0.200922	0.329883	1
X	7500001	0.259479	0.329883	1
X	10000001	0.31593	0.329883	1
X	12500001	0.364604	0.329883	1
X	15000001	0.384745	0.329883	1
X	17500001	0.373598	0.329883	1
X	20000001	0.344387	0.329883	1
X	22500001	0.343835	0.329883	1
X	25000001	0.148543	0.329883	1
X	27500001	0.260459	0.329883	1
X	30000001	0.498378	0.329883	1
X	32500001	0.268771	0.329883	1
X	35000001	0.158779	0.329883	1
X	37500001	0.436396	0.329883	1
X	40000001	0.437186	0.329883	1
X	42500001	0.280957	0.329883	1
X	45000001	0.428265	0.329883	1
X	47500001	-1	0.329883	1
X	50000001	-1	0.329883	1
X	52500001	-1	0.329883	1
X	55000001	0.0773684	0.329883	1
X	57500001	-1	-1	1
X	60000001	-1	-1	1
X	62500001	0.57625	0.515435	1
X	65000001	0.478553	0.515435	1
X	67500001	0.676352	0.515435	1
X	70000001	-1	0.515435	1
X	72500001	0.611798	0.515435	1
X	75000001	0.510996	0.515435	1
X	77500001	0.214248	0.515435	1
X	80000001	0.244174	0.515435	1
X	82500001	0.338167	0.515435	1
X	85000001	0.340659	0.515435	1
X	87500001	-1	0.515435	1
X	90000001	-1	0.515435	1
X	92500001	0.519874	0.515435	1
X	95000001	0.637342	0.515435	1
X	97500001	0.563125	0.515435	1
X	100000001	-1	-1	2
X	102500001	0.976	0.803848	2
X	105000001	0.934665	0.803848	2
X	107500001	0.800124	0.803848	2
X	110000001	0.608154	0.803848	2
X	112500001	0.768861	0.803848	2
X	115000001	0.731894	0.803848	2
X	117500001	1.22374	0.803848	2
X	120000001	0.543391	0.803848	2
X	122500001	0.941114	0.803848	2
X	125000001	0.816285	0.803848	2
X	127500001	0.996302	0.803848	2
X	130000001	0.807573	0.803848	2
X	132500001	0.907023	0.803848	2
X	135000001	0.700523	0.803848	2
X	137500001	0.757947	0.803848	2
X	140000001	-1	0.803848	2
X	142500001	0.656681	0.803848	2
X	145000001	0.763293	0.803848	2
X	147500001	0.829928	0.803848	2
X	150000001	-1	-1	2
X	152500001	-1	-1	2
X	155000001	-1	-1	2
