chr	Start	End	Length	Hits	center	median
chr10	121435025	121435097	73	9.202995097	121435071	121435070
chr10	121465004	121465136	133	21.9885081	121465098	121465091
chr10	121627722	121627871	150	30.11889304	121627800	121627801
chr10	121728479	121728577	99	16.49674412	121728503	121728504
chr10	121886421	121886512	92	4.311892807	121886466	121886462
chr10	122119639	122119934	296	14.43733263	122119887	122119836
chr10	122376714	122376772	59	12.20630352	122376732	122376733
chr10	122658985	122659985	1001	469.9105072	122659624	122659616
chr10	122863475	122863831	357	13.72940993	122863502	122863573
chr10	122886042	122886932	891	108.8484781	122886392	122886426
chr10	122964201	122964285	85	4.183179589	122964239	122964241
chr10	123034273	123034338	66	4.82674568	123034294	123034294
chr10	123092756	123092812	57	4.290440604	123092786	123092786
chr10	123147135	123147245	111	12.31356453	123147183	123147185
chr10	123237173	123237457	285	16.94724039	123237245	123237272
chr10	123361724	123361753	30	2.617168769	123361739	123361743
chr10	123476372	123476627	256	43.76249417	123476521	123476515
chr10	123913432	123913826	395	16.02479566	123913452	123913538
chr10	124022759	124022811	53	4.440606026	124022778	124022778
chr10	124058253	124058312	60	8.430715788	124058300	124058298
chr10	124105195	124105219	25	2.488455551	124105205	124105209
chr10	125063420	125063525	106	13.02148723	125063470	125063473
chr10	125280963	125281072	110	10.18979644	125281006	125281006
chr10	125385445	125385554	110	16.66836175	125385495	125385497
chr10	125557093	125557984	892	87.50353613	125557442	125557484
chr10	125573396	125573438	43	2.76733419	125573416	125573416
chr10	125803945	125804015	71	3.732683326	125803984	125803983
chr10	126350837	126350907	71	7.787149697	126350861	126350861
chr10	126353728	126354162	435	58.65032306	126353839	126353861
chr10	127007820	127007899	80	3.90430095	127007839	127007842
chr10	127079437	127079501	65	2.960404017	127079463	127079464
chr10	127146857	127146992	136	17.95549393	127146914	127146915
chr10	127253145	127254410	1266	40.67337693	127253199	127253679
chr10	127264555	127264650	96	13.30036587	127264581	127264583
chr10	127353765	127353909	145	31.9637825	127353852	127353849
chr10	127419891	127419947	57	2.702977581	127419922	127419923
chr10	127432011	127432092	82	7.358105637	127432060	127432056
chr10	127443182	127443254	73	2.938951814	127443218	127443224
chr10	127471112	127471645	534	149.4789507	127471352	127471360
chr10	127626169	127626461	293	14.63040246	127626272	127626298
chr10	127825466	127826090	625	118.0514732	127825593	127825622
chr10	127828728	127829556	829	114.8121906	127829346	127829277
chr10	127840881	127841254	374	52.4935408	127841200	127841186
chr10	127952084	127952367	284	7.658436479	127952117	127952187
chr10	128189634	128189688	55	2.574264363	128189657	128189658
chr10	128305369	128305519	151	20.07926203	128305438	128305441
chr10	128337390	128337457	68	2.98185622	128337422	128337422
chr10	128455512	128456516	1005	211.3041998	128455864	128455895
chr10	128466483	128466609	127	7.272296825	128466544	128466546
chr10	128525652	128525717	66	8.645237818	128525666	128525666
chr10	128572172	128572496	325	7.1006792	128572467	128572349
chr10	128610569	128610601	33	1.458749806	128610587	128610586
chr10	128868389	128868446	58	4.719484665	128868415	128868416
chr10	128876009	128876338	330	39.32188814	128876077	128876102
chr10	128951084	128951440	357	12.50663436	128951145	128951183
chr10	129107225	129107328	104	22.31029114	129107264	129107265
chr10	129256847	129256909	63	7.250844622	129256894	129256893
chr10	129483007	129483077	71	12.42082555	129483014	129483016
chr10	129674729	129675211	483	40.09416745	129675040	129675046
chr10	130142455	130142536	82	5.813547019	130142468	130142475
chr10	130543053	130544278	1226	53.84502959	130543295	130543646
chr11	3293285	3293603	319	22.07431691	3293363	3293404
chr11	3463948	3464211	264	21.19477659	3463980	3463999
chr11	3587967	3588003	37	2.295385723	3588001	3587990
chr11	3681511	3682904	1394	174.2562451	3682211	3682226
chr11	3876104	3876128	25	3.625422311	3876111	3876111
chr11	3879954	3880314	361	28.72449985	3880235	3880219
chr11	3899691	3900653	963	332.5735035	3900198	3900219
chr11	4011506	4011681	176	33.29381909	4011578	4011593
chr11	4031773	4031853	81	6.199686673	4031831	4031830
chr11	4108714	4108794	81	17.18321462	4108751	4108751
chr11	4313798	4314000	203	29.36806594	4313895	4313897
chr11	4323200	4323298	99	16.51819633	4323251	4323251
chr11	4543789	4543977	189	17.89113732	4543883	4543886
chr11	4660790	4660935	146	10.12543983	4660854	4660853
chr11	4701842	4701915	74	18.06275494	4701891	4701890
chr11	4749915	4750514	600	33.27236689	4750197	4750227
chr11	4780053	4780142	90	5.470311771	4780105	4780103
chr11	4835582	4835628	47	3.239282656	4835598	4835598
chr11	4969654	4969720	67	4.526414838	4969698	4969697
chr11	4973145	4973776	632	27.50172427	4973453	4973472
chr11	5041416	5042186	771	99.04482135	5041828	5041784
chr11	5155512	5155706	195	16.75417056	5155590	5155593
chr11	5321538	5321617	80	9.288803909	5321562	5321564
chr11	5398428	5398761	334	13.15020045	5398473	5398547
chr11	5529573	5529737	165	8.645237818	5529658	5529657
chr11	5545467	5545738	272	184.5103982	5545633	5545623
chr11	5561788	5562108	321	18.79212985	5561892	5561924
chr11	5566925	5567124	200	33.05784486	5567074	5567065
chr11	5680597	5680718	122	19.97200101	5680647	5680647
chr11	6109211	6109550	340	15.33832516	6109266	6109311
chr11	6150381	6150554	174	20.95880235	6150489	6150483
chr11	6156672	6157384	713	187.8140375	6157012	6157012
chr11	6182340	6183412	1073	220.4857427	6182728	6182741
chr11	6214006	6214571	566	24.34825043	6214298	6214297
chr11	6464217	6464924	708	150.2726822	6464557	6464561
chr11	6586884	6586932	49	5.169980928	6586901	6586901
chr11	6603765	6603866	102	10.08253542	6603830	6603825
chr11	6644779	6644950	172	43.48361553	6644850	6644855
chr11	6686746	6687070	325	19.99345322	6687006	6686965
chr11	6695966	6695996	31	2.810238596	6695983	6695984
chr11	6771095	6771436	342	36.55455395	6771179	6771202
chr11	6811286	6811388	103	25.65683481	6811368	6811365
chr11	7109862	7109933	72	3.067665032	7109883	7109883
chr11	7165913	7166031	119	12.33501674	7165973	7165970
chr11	7317233	7317377	145	19.9076444	7317335	7317316
chr11	7502242	7502388	147	8.108932742	7502323	7502318
chr11	7666323	7667006	684	79.11572475	7666433	7666467
chr11	8007378	8007869	492	46.35821073	8007566	8007568
chr11	8464849	8465260	412	78.8153939	8465208	8465113
chr11	8480835	8481630	796	90.8500798	8481407	8481406
chr11	8540880	8540950	71	9.717847969	8540928	8540927
chr11	8580527	8580643	117	4.547867041	8580580	8580577
chr11	8656758	8657733	976	294.0238946	8657287	8657309
chr11	8933230	8933871	642	64.48532228	8933492	8933510
chr11	9058935	9059285	351	15.31687296	9058991	9059055
chr11	9126274	9126376	103	9.889465593	9126324	9126324
chr11	9260082	9260412	331	44.57767788	9260188	9260212
chr11	9788617	9788759	143	6.950513779	9788700	9788696
chr11	10407833	10408087	255	54.91763974	10407966	10407968
chr11	11065707	11065882	176	18.01985054	11065788	11065793
chr11	11117370	11117790	421	47.34501207	11117457	11117474
chr11	11487748	11488356	609	74.05300483	11488053	11488036
chr11	11560405	11560974	570	105.8451697	11560716	11560711
chr11	11677563	11677643	81	7.036322591	11677602	11677602
chr11	11825471	11825613	143	13.04293944	11825544	11825542
chr11	12016310	12016342	33	2.531359957	12016318	12016315
chr11	12238729	12238765	37	2.98185622	12238751	12238751
chr11	12526738	12527410	673	60.73118676	12527069	12527075
chr11	12595644	12595675	32	2.488455551	12595661	12595661
chr11	12607414	12607618	205	13.08584384	12607463	12607494
chr11	13431921	13433133	1213	197.8536685	13432485	13432420
chr11	14150076	14150225	150	11.58418963	14150149	14150148
chr11	14315659	14315856	198	17.18321462	14315696	14315718
chr11	14420390	14420515	126	14.8878289	14420462	14420458
chr11	14612899	14613317	419	64.37806127	14612943	14612992
chr11	14633939	14634127	189	23.27564028	14634023	14634024
chr11	15011431	15011526	96	9.417517127	15011480	15011480
chr11	16316073	16316230	158	27.15848903	16316161	16316162
chr11	16966719	16966823	105	8.173289351	16966778	16966780
chr11	17270342	17270723	382	48.52488324	17270654	17270626
chr11	17306397	17306459	63	4.075918574	17306423	17306420
chr11	17400646	17400719	74	5.770642613	17400698	17400694
chr11	17425478	17425610	133	13.70795773	17425556	17425552
chr11	17463668	17463824	157	12.0561381	17463753	17463743
chr11	17500210	17500250	41	2.595716566	17500220	17500223
chr11	17602024	17602049	26	2.166672505	17602042	17602045
chr11	17643047	17643090	44	2.05941149	17643072	17643075
chr11	18278513	18278928	416	88.42598086	18278571	18278618
chr11	18323448	18323497	50	2.681525378	18323479	18323478
chr11	18541820	18541993	174	13.30036587	18541889	18541898
chr11	18577167	18577542	376	73.40943874	18577416	18577407
chr11	18582923	18583096	174	78.19328002	18583025	18583026
chr11	18713104	18713187	84	4.440606026	18713153	18713150
chr11	18745767	18745869	103	8.237645961	18745823	18745822
chr11	19005214	19005793	580	84.00682703	19005502	19005487
chr11	19258904	19259041	138	24.56277246	19258969	19258970
chr11	19375521	19375551	31	3.19637825	19375534	19375534
chr11	19445402	19445480	79	4.183179589	19445452	19445451
chr11	19701523	19702094	572	42.23938775	19701779	19701826
chr11	19833033	19833276	244	30.37631948	19833211	19833182
chr11	19963238	19963683	446	29.51823136	19963374	19963403
chr11	20215289	20215320	32	3.132021641	20215314	20215313
chr11	20308136	20308394	259	8.924116457	20308190	20308201
chr11	20430308	20430624	317	42.15357894	20430397	20430410
chr11	20646572	20647582	1011	197.0384848	20647269	20647226
chr11	20671841	20672162	322	18.94229527	20672143	20672099
chr11	20705967	20706028	62	5.341598553	20705981	20705983
chr11	20801601	20801857	257	151.5169099	20801708	20801717
chr11	20845628	20845960	333	8.344906976	20845648	20845749
chr11	20936879	20937520	642	121.4194691	20937211	20937196
chr11	20964240	20964347	108	11.56273743	20964300	20964299
chr11	21157956	21158061	106	5.427407365	21158007	21158003
chr11	21308541	21308858	318	41.61727386	21308605	21308634
chr11	21725746	21725845	100	9.996726608	21725792	21725793
chr11	21731172	21732030	859	124.0151857	21731725	21731706
chr11	21749666	21749770	105	24.32679823	21749717	21749717
chr11	21818228	21818336	109	11.3267632	21818293	21818291
chr11	21871823	21871949	127	19.45714814	21871881	21871882
chr11	21874063	21874122	60	15.93898685	21874105	21874104
chr11	21967865	21967990	126	18.68486883	21967907	21967913
chr11	22029070	22029344	275	53.43743773	22029300	22029263
chr11	22059524	22059933	410	96.36329598	22059807	22059793
chr11	22128028	22128118	91	9.932369999	22128081	22128081
chr11	22177336	22177513	178	13.42907909	22177439	22177437
chr11	22706289	22706414	126	15.93898685	22706352	22706354
chr11	22920756	22921010	255	29.90437101	22920888	22920888
chr11	23063958	23064061	104	5.920808034	23064017	23064016
chr11	23384768	23385133	366	37.6271641	23384860	23384898
chr11	23508386	23508413	28	4.869650086	23508398	23508398
chr11	23705377	23705533	157	13.79376654	23705461	23705459
chr11	23717501	23717792	292	22.52481317	23717667	23717664
chr11	23749893	23750314	422	69.95563406	23750253	23750228
chr11	23888885	23889338	454	32.58589639	23889049	23889062
chr11	24083275	24083735	461	43.48361553	24083465	24083474
chr11	24290009	24290156	148	61.71798809	24290055	24290075
chr11	24422331	24422659	329	33.67995874	24422406	24422487
chr11	24486184	24486256	73	4.290440604	24486205	24486210
chr11	24639425	24639961	537	82.44081621	24639554	24639606
chr11	24653073	24653143	71	5.53466838	24653108	24653110
chr11	25100125	25100201	77	4.805293477	25100179	25100176
chr11	25680252	25680325	74	4.740936868	25680281	25680277
chr11	25864552	25864672	121	15.53139499	25864628	25864627
chr11	26369056	26369198	143	24.71293788	26369109	26369116
chr11	26493542	26493668	127	5.96371244	26493597	26493604
chr11	26525336	26525476	141	41.35984743	26525418	26525415
chr11	27077287	27077322	36	2.209576911	27077302	27077308
chr11	27221534	27221716	183	17.63371088	27221626	27221626
chr11	27335240	27335437	198	22.0314125	27335315	27335329
chr11	28053591	28054591	1001	74.33188347	28054224	28054115
chr11	28074534	28074566	33	2.702977581	28074558	28074550
chr11	28581811	28581892	82	2.831690799	28581849	28581855
chr11	28655309	28655371	63	2.381194535	28655362	28655344
chr11	28869266	28869373	108	14.75911568	28869315	28869316
chr11	28882893	28884252	1360	116.8930543	28883225	28883350
chr11	28983480	28984174	695	72.55135062	28983798	28983801
chr11	29178180	29178274	95	7.8086019	29178246	29178238
chr11	29320443	29320916	474	47.23775105	29320554	29320615
chr11	29489944	29490245	302	34.0875506	29490102	29490075
chr11	29504285	29504347	63	5.920808034	29504302	29504304
chr11	29512311	29512434	124	17.37628445	29512361	29512364
chr11	29534798	29535654	857	95.91279971	29535288	29535277
chr11	29606833	29606944	112	9.16009069	29606856	29606861
chr11	29681997	29682049	53	3.260734859	29682017	29682023
chr11	29697082	29697200	119	21.90269929	29697146	29697147
chr11	29745588	29745884	297	16.36803091	29745862	29745819
chr11	29797179	29797208	30	2.424098942	29797191	29797188
chr11	29805405	29806042	638	129.5284018	29805698	29805706
chr11	30023710	30023801	92	13.04293944	30023735	30023738
chr11	30142890	30143786	897	236.0814943	30143405	30143416
chr11	30205807	30205869	63	4.676580259	30205834	30205834
chr11	30218642	30218718	77	6.242591079	30218696	30218694
chr11	30315127	30315262	136	10.36141406	30315231	30315213
chr11	30430234	30431191	958	346.1742002	30430536	30430613
chr11	30451133	30452280	1148	23.72613654	30451195	30451643
chr11	30494059	30494148	90	8.495072397	30494117	30494115
chr11	30645358	30645386	29	2.295385723	30645367	30645367
chr11	30871209	30871485	277	8.881212051	30871238	30871304
chr11	31167570	31167637	68	8.838307645	31167603	31167604
chr11	31199820	31199862	43	7.830054103	31199846	31199847
chr11	31271670	31272189	520	238.269619	31272047	31272042
chr11	31363831	31364176	346	17.29047564	31364096	31364060
chr11	31375774	31376122	349	32.11394792	31375874	31375890
chr11	31388758	31388793	36	5.25578974	31388778	31388778
chr11	31504471	31505113	643	60.40940371	31504756	31504778
chr11	31572787	31572879	93	10.59738829	31572850	31572849
chr11	31613797	31614727	931	161.878324	31614159	31614176
chr11	31782398	31782537	140	15.74591702	31782488	31782481
chr11	32340156	32340242	87	4.376249417	32340191	32340194
chr11	32500080	32500184	105	4.698032462	32500133	32500134
chr11	32718284	32718836	553	99.60257863	32718488	32718507
chr11	32795331	32796096	766	30.76245913	32795404	32795695
chr11	32916596	32916739	144	18.98519967	32916642	32916648
chr11	32975651	32975741	91	20.29378406	32975712	32975711
chr11	33055653	33055801	149	23.81194535	33055705	33055705
chr11	33153583	33153773	191	19.43569594	33153680	33153678
chr11	33291789	33291815	27	2.381194535	33291786	33291792
chr11	33313260	33313325	66	4.11882298	33313299	33313302
chr11	33385120	33385551	432	47.25920326	33385488	33385445
chr11	33586005	33586377	373	34.7525689	33586302	33586278
chr11	33729462	33729642	181	32.32846995	33729520	33729530
chr11	33953400	33953540	141	14.56604585	33953511	33953498
chr11	33954556	33954805	250	39.25753153	33954712	33954701
chr11	34432321	34432397	77	5.212885334	34432351	34432352
chr11	34463887	34463919	33	2.166672505	34463905	34463901
chr11	34483707	34483857	151	6.735991749	34483743	34483762
chr11	34520425	34520860	436	44.21299043	34520723	34520703
chr11	34699256	34699311	56	6.778896155	34699275	34699276
chr11	34700831	34700888	58	2.938951814	34700852	34700852
chr11	34823987	34824089	103	15.93898685	34824047	34824045
chr11	35075007	35075210	204	33.14365367	35075122	35075125
chr11	35163466	35163560	95	11.21950218	35163522	35163522
chr11	35394071	35394326	256	24.75584229	35394192	35394195
chr11	35548485	35548870	386	11.06933676	35548795	35548713
chr11	35574880	35575500	621	32.17830453	35575177	35575196
chr11	35588259	35588736	478	74.65366652	35588388	35588399
chr11	35670723	35672158	1436	158.1670929	35672071	35671660
chr11	36021896	36022081	186	36.96214581	36022004	36022000
chr11	36457944	36458546	603	68.79721509	36458286	36458250
chr11	36465768	36465818	51	3.68977892	36465779	36465783
chr11	36508296	36508363	68	5.277241943	36508335	36508334
chr11	36623579	36623985	407	35.41758719	36623886	36623853
chr11	36626025	36626051	27	2.037959287	36626040	36626041
chr11	36642326	36642968	643	106.72471	36642664	36642640
chr11	37115094	37115167	74	9.760752375	37115128	37115128
chr11	37135637	37135734	98	5.470311771	37135702	37135696
chr11	37272662	37272957	296	24.69148568	37272745	37272756
chr11	37541127	37541167	41	2.810238596	37541146	37541146
chr11	37579634	37580087	454	27.05122801	37579939	37579928
chr11	37646881	37647509	629	58.39289663	37647205	37647180
chr11	37664866	37665150	285	57.64206952	37665028	37665019
chr11	37814398	37814771	374	50.4126771	37814730	37814645
chr11	38405247	38405394	148	29.23935272	38405304	38405312
chr11	38562533	38562984	452	31.57764285	38562870	38562812
chr11	38768344	38768412	69	5.470311771	38768378	38768377
chr11	39560364	39561046	683	142.6142457	39560726	39560699
chr11	39666347	39666457	111	15.29542075	39666398	39666396
chr11	41776091	41776252	162	31.57764285	41776151	41776166
chr11	42439687	42440046	360	100.4606668	42439913	42439910
chr11	42750014	42750084	71	3.818492138	42750040	42750043
chr11	42798582	42799341	760	104.3220633	42798632	42798722
chr11	42961792	42962214	423	58.28563561	42961810	42961872
chr11	43335897	43335952	56	5.641929395	43335930	43335930
chr11	43549954	43550045	92	4.848197883	43549989	43549989
chr11	43966206	43966290	85	9.353160518	43966254	43966252
chr11	44029749	44030282	534	182.7298653	44029898	44029892
chr11	44124292	44124582	291	10.76900592	44124552	44124493
chr11	44223267	44223332	66	3.90430095	44223294	44223295
chr11	44327862	44327958	97	8.838307645	44327928	44327927
chr11	44530523	44531411	889	207.1853768	44530993	44530989
chr11	44598304	44599121	818	171.3601977	44598807	44598805
chr11	44710293	44710389	97	11.56273743	44710318	44710324
chr11	44780712	44780751	40	2.27393352	44780732	44780730
chr11	45192785	45192900	116	8.752498833	45192857	45192857
chr11	45571168	45571257	90	4.805293477	45571226	45571223
chr11	46162703	46163054	352	47.45227309	46162766	46162793
chr11	46359851	46360261	411	34.83837771	46360186	46360141
chr11	46491489	46491519	31	3.325091468	46491501	46491501
chr11	46636700	46637017	318	28.81030866	46636922	46636906
chr11	46842080	46842146	67	2.960404017	46842119	46842125
chr11	47199315	47199442	128	14.37297602	47199395	47199390
chr11	47342299	47342405	107	7.937315118	47342344	47342344
chr11	47721825	47721946	122	11.51983302	47721892	47721891
chr11	47785016	47785153	138	14.99508991	47785099	47785096
chr11	47875264	47875338	75	11.94887708	47875323	47875321
chr11	48036057	48036397	341	15.68156041	48036122	48036161
chr11	48277069	48277237	169	6.950513779	48277178	48277151
chr11	48613537	48614264	728	175.8866126	48613813	48613875
chr11	48696291	48696346	56	4.161727386	48696317	48696314
chr11	48736759	48736861	103	23.49016231	48736822	48736821
chr11	48875042	48875389	348	18.94229527	48875084	48875139
chr11	49149829	49149926	98	6.585826328	49149872	49149874
chr11	49171312	49171429	118	8.280550367	49171404	49171392
chr11	49283557	49283657	101	7.8086019	49283619	49283617
chr11	49487223	49487400	178	10.59738829	49487330	49487320
chr11	49687898	49688011	114	7.915862915	49687950	49687950
chr11	49699519	49699571	53	15.27396855	49699545	49699545
chr11	49799627	49800171	545	98.52996848	49799861	49799863
chr11	49873432	49874083	652	253.8439184	49873719	49873727
chr11	50038988	50039682	695	126.1818582	50039401	50039385
chr11	50224864	50224895	32	2.338290129	50224880	50224880
chr11	50234101	50234358	258	9.632039157	50234171	50234204
chr11	50262968	50263562	595	130.6868208	50263236	50263264
chr11	50287493	50287526	34	4.161727386	50287517	50287513
chr11	50296052	50296087	36	1.995054881	50296081	50296069
chr11	50314885	50314991	107	41.8747003	50314933	50314934
chr11	50371465	50372305	841	64.20644365	50371792	50371809
chr11	50487029	50487180	152	44.44896466	50487077	50487080
chr11	50525977	50526569	593	75.81208548	50526454	50526424
chr11	50575657	50576266	610	67.68170054	50575995	50575986
chr11	50833277	50833321	45	2.316837926	50833306	50833299
chr11	50867745	50867807	63	7.958767321	50867782	50867781
chr11	51001787	51002370	584	42.36810097	51002044	51002049
chr11	51196469	51196802	334	22.84659622	51196702	51196685
chr11	51254302	51254337	36	2.188124708	51254319	51254319
chr11	51609046	51609398	353	16.51819633	51609348	51609228
chr11	51795917	51796522	606	131.2874825	51795983	51796015
chr11	51813180	51813693	514	97.2213841	51813614	51813579
chr11	52097548	52097894	347	8.430715788	52097591	52097683
chr11	52125782	52125894	113	20.5512105	52125809	52125810
chr11	52239165	52239842	678	206.9494026	52239518	52239511
chr11	52492879	52492932	54	3.217830453	52492907	52492907
chr11	52680592	52680654	63	6.564374125	52680643	52680642
chr11	53404493	53404570	78	6.778896155	53404512	53404515
chr11	53647260	53647539	280	44.06282501	53647490	53647467
chr11	54175917	54175992	76	3.453804687	54175948	54175945
chr11	54253578	54253741	164	13.02148723	54253688	54253678
chr11	54379244	54379417	174	25.42086058	54379337	54379337
chr11	54552547	54552771	225	19.97200101	54552630	54552643
chr11	54600208	54600645	438	118.2230909	54600478	54600459
chr11	54736685	54736776	92	3.861396544	54736716	54736715
chr11	55230631	55230776	146	9.953822202	55230716	55230708
chr11	55271588	55271728	141	14.80202009	55271668	55271663
chr11	55274171	55274728	558	40.13707185	55274431	55274435
chr11	55408498	55408627	130	25.05617313	55408592	55408585
chr11	55448084	55448165	82	4.354797214	55448109	55448114
chr11	55518711	55518779	69	6.435660907	55518753	55518752
chr11	55656226	55656353	128	7.250844622	55656304	55656300
chr11	55960216	55960281	66	4.226083995	55960258	55960257
chr11	56124210	56124504	295	46.25094972	56124230	56124267
chr11	56264842	56264894	53	3.839944341	56264860	56264861
chr11	56506336	56506443	108	12.72115639	56506398	56506399
chr11	56516735	56516835	101	21.23768099	56516800	56516797
chr11	56893555	56893708	154	18.72777324	56893624	56893620
chr11	56956380	56956778	399	45.17833956	56956491	56956517
chr11	57190258	57190358	101	6.564374125	57190303	57190303
chr11	57257438	57258631	1194	141.8205142	57257794	57257849
chr11	57443778	57443857	80	17.29047564	57443843	57443842
chr11	57535677	57536388	712	180.584645	57536047	57536025
chr11	57875067	57875638	572	170.1374222	57875549	57875533
chr11	57894919	57895236	318	18.87793866	57894935	57894971
chr11	58032248	58033651	1404	179.1687996	58033561	58033231
chr11	58091505	58091870	366	69.05464153	58091635	58091649
chr11	58097499	58097537	39	2.359742332	58097525	58097525
chr11	58137097	58137875	779	7.165035809	58137825	58137578
chr11	58140577	58140614	38	3.367995874	58140587	58140587
chr11	58146916	58146964	49	4.61222365	58146936	58146936
chr11	58213624	58214173	550	65.96552429	58213667	58213693
chr11	58244190	58244244	55	2.488455551	58244216	58244220
chr11	58276632	58277021	390	69.41932898	58276721	58276739
chr11	58599436	58599628	193	17.33338004	58599549	58599538
chr11	58776893	58776962	70	12.7640608	58776942	58776940
chr11	58926826	58926903	78	6.242591079	58926858	58926857
chr11	58997368	58997780	413	73.96719602	58997687	58997671
chr11	59010362	59010720	359	79.37315118	59010488	59010497
chr11	59089084	59090493	1410	347.1610015	59090350	59090298
chr11	59161022	59162114	1093	182.4724389	59161534	59161542
chr11	59250937	59251701	765	123.414524	59251417	59251411
chr11	59262672	59262777	106	5.727738207	59262732	59262733
chr11	59492106	59492800	695	60.47376032	59492501	59492475
chr11	59503493	59503567	75	4.998363304	59503537	59503535
chr11	59565503	59565581	79	6.843252764	59565556	59565555
chr11	60076261	60076409	149	20.95880235	60076354	60076350
chr11	60248929	60249077	149	6.328399892	60248982	60248996
chr11	60326680	60326844	165	35.63210922	60326789	60326786
chr11	60405938	60406221	284	39.10736611	60406044	60406059
chr11	60702546	60702749	204	10.25415304	60702589	60702625
chr11	60741775	60741886	112	22.31029114	60741806	60741809
chr11	60835184	60835302	119	8.967020863	60835253	60835252
chr11	60895099	60895772	674	48.20310019	60895436	60895433
chr11	60903514	60903561	48	3.947205356	60903526	60903528
chr11	60924722	60924806	85	6.264043282	60924762	60924762
chr11	61022526	61022594	69	3.925753153	61022571	61022568
chr11	61089163	61089542	380	98.16528103	61089270	61089267
chr11	61559345	61559376	32	4.140275183	61559354	61559354
chr11	61801288	61801363	76	3.625422311	61801322	61801323
chr11	61843533	61843560	28	1.84488946	61843559	61843540
chr11	61876405	61876481	77	4.204631792	61876461	61876459
chr11	62259803	62261189	1387	156.6010821	62261071	62260532
chr11	62344736	62344842	107	3.775587732	62344782	62344776
chr11	62418915	62420050	1136	437.8180115	62419600	62419586
chr11	62443196	62443307	112	4.719484665	62443240	62443247
chr11	62565799	62565824	26	2.788786393	62565823	62565823
chr11	62624250	62624399	150	11.17659777	62624326	62624325
chr11	62650367	62650479	113	11.77725946	62650400	62650407
chr11	62659661	62660044	384	18.70632104	62659716	62659787
chr11	62725649	62725944	296	12.61389538	62725710	62725741
chr11	62742479	62743333	855	35.73937023	62743053	62743022
chr11	62779682	62779765	84	3.818492138	62779711	62779709
chr11	62816928	62816985	58	4.483510432	62816958	62816956
chr11	63035808	63035912	105	10.31850965	63035874	63035871
chr11	63060601	63060827	227	47.5380819	63060703	63060710
chr11	63079930	63080028	99	13.23600926	63079978	63079976
chr11	63093871	63093917	47	5.084172116	63093888	63093889
chr11	63213982	63214008	27	2.338290129	63213995	63213995
chr11	63228785	63228932	148	42.26083995	63228864	63228863
chr11	63328456	63329237	782	120.3039545	63328793	63328763
chr11	63485221	63485369	149	13.87957536	63485295	63485284
chr11	63676169	63676710	542	27.88786393	63676452	63676444
chr11	63963574	63963601	28	1.823437257	63963585	63963583
chr11	64106000	64106380	381	32.50008758	64106073	64106102
chr11	64163722	64163844	123	26.57927954	64163793	64163792
chr11	64220314	64221237	924	142.9360287	64220947	64220921
chr11	64367269	64367442	174	24.02646738	64367329	64367333
chr11	64560519	64560549	31	2.188124708	64560522	64560537
chr11	64675055	64675168	114	11.11224117	64675101	64675103
chr11	64996507	64996906	400	42.06777013	64996581	64996598
chr11	65041660	65042241	582	13.57924451	65041701	65041808
chr11	65068630	65068788	159	19.45714814	65068693	65068691
chr11	65158783	65158849	67	4.547867041	65158797	65158798
chr11	65385605	65385676	72	2.745881987	65385637	65385627
chr11	66410854	66410879	26	2.98185622	66410858	66410859
chr11	66924805	66924923	119	13.12874825	66924881	66924876
chr11	67115588	67115622	35	2.209576911	67115598	67115598
chr11	67317430	67317514	85	6.67163514	67317484	67317482
chr11	67352261	67352465	205	86.45237818	67352384	67352384
chr11	67574890	67574938	49	2.102315896	67574908	67574920
chr11	67658722	67658882	161	11.79871166	67658796	67658800
chr11	67818463	67818569	107	14.9307333	67818503	67818504
chr11	67917327	67917531	205	20.83008913	67917457	67917445
chr11	67974634	67974774	141	29.0677351	67974659	67974665
chr11	68136324	68136964	641	32.6717052	68136610	68136615
chr11	68149248	68149363	116	9.610586954	68149275	68149292
chr11	68223056	68223126	71	4.183179589	68223092	68223092
chr11	68403332	68403457	126	12.48518216	68403389	68403388
chr11	68575790	68575836	47	3.496709093	68575806	68575806
chr11	68585281	68585447	167	13.90102756	68585365	68585366
chr11	68660774	68660868	95	3.968657559	68660825	68660824
chr11	68747343	68747961	619	48.33181341	68747606	68747622
chr11	68758435	68758556	122	7.486818855	68758500	68758499
chr11	68770009	68770493	485	27.99512494	68770210	68770214
chr11	68830581	68830657	77	4.934006695	68830631	68830629
chr11	68890836	68891018	183	29.51823136	68890912	68890915
chr11	69105657	69105838	182	28.10238596	69105737	69105737
chr11	69229567	69229702	136	38.72122646	69229633	69229636
chr11	69471538	69472142	605	139.374963	69471819	69471825
chr11	69504044	69504114	71	3.389448078	69504067	69504069
chr11	70210554	70210637	84	4.762389071	70210579	70210578
chr11	70387014	70387503	490	27.37301106	70387241	70387270
chr11	70517327	70517917	591	33.46543671	70517592	70517599
chr11	70609269	70610307	1039	192.9196618	70609807	70609824
chr11	70693733	70693853	121	7.765697494	70693787	70693790
chr11	70803528	70803945	418	58.9077495	70803678	70803695
chr11	70865360	70865693	334	17.0330492	70865404	70865452
chr11	70906044	70906372	329	17.7195197	70906080	70906121
chr11	71244772	71245018	247	6.371304298	71245002	71244909
chr11	71293734	71293834	101	10.79045812	71293783	71293783
chr11	71334752	71335414	663	119.081179	71335083	71335083
